Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
International Flavors & Fragran,IFF,IFF,Basic Materials,United States,NYQ,19608862720,S&P 500,^GSPC,503,0.04
"Tyson Foods, Inc.",TSN,TSN,Consumer Defensive,United States,NYQ,19874293760,S&P 500,^GSPC,503,0.04
Coterra Energy Inc.,CTRA,CTRA,Energy,United States,NYQ,19417360384,S&P 500,^GSPC,503,0.03
Quest Diagnostics Incorporated,DGX,DGX,Healthcare,United States,NYQ,19378718720,S&P 500,^GSPC,503,0.03
Regions Financial Corporation,RF,RF,Financial Services,United States,NYQ,19353962496,S&P 500,^GSPC,503,0.03
Biogen Inc.,BIIB,BIIB,Healthcare,United States,NMS,19318251520,S&P 500,^GSPC,503,0.03
Loews Corporation,L,L,Financial Services,United States,NYQ,18793046016,S&P 500,^GSPC,503,0.03
Western Digital Corporation,WDC,WDC,Technology,United States,NMS,18759172096,S&P 500,^GSPC,503,0.03
Weyerhaeuser Company,WY,WY,Real Estate,United States,NYQ,18755561472,S&P 500,^GSPC,503,0.03
"Leidos Holdings, Inc.",LDOS,LDOS,Technology,United States,NYQ,18598608896,S&P 500,^GSPC,503,0.03
Southwest Airlines Company,LUV,LUV,Industrials,United States,NYQ,18577631232,S&P 500,^GSPC,503,0.03
Jabil Inc.,JBL,JBL,Technology,United States,NYQ,18569611264,S&P 500,^GSPC,503,0.03
NiSource Inc,NI,NI,Utilities,United States,NYQ,18559819776,S&P 500,^GSPC,503,0.03
Global Payments Inc.,GPN,GPN,Industrials,United States,NYQ,18481225728,S&P 500,^GSPC,503,0.03
"Zimmer Biomet Holdings, Inc.",ZBH,ZBH,Healthcare,United States,NYQ,18172338176,S&P 500,^GSPC,503,0.03
"Essex Property Trust, Inc.",ESS,ESS,Real Estate,United States,NYQ,19391199232,S&P 500,^GSPC,503,0.03
LyondellBasell Industries NV,LYB,LYB,Basic Materials,United States,NYQ,17901979648,S&P 500,^GSPC,503,0.03
Gen Digital Inc.,GEN,GEN,Technology,United States,NMS,17887434752,S&P 500,^GSPC,503,0.03
Mid-America Apartment Communiti,MAA,MAA,Real Estate,United States,NYQ,18308384768,S&P 500,^GSPC,503,0.03
Genuine Parts Company,GPC,GPC,Consumer Cyclical,United States,NYQ,17730422784,S&P 500,^GSPC,503,0.03
"Citizens Financial Group, Inc.",CFG,CFG,Financial Services,United States,NYQ,17705889792,S&P 500,^GSPC,503,0.03
KeyCorp,KEY,KEY,Financial Services,United States,NYQ,17567918080,S&P 500,^GSPC,503,0.03
Halliburton Company,HAL,HAL,Energy,United States,NYQ,17563977728,S&P 500,^GSPC,503,0.03
Packaging Corporation of Americ,PKG,PKG,Consumer Cyclical,United States,NYQ,17463318528,S&P 500,^GSPC,503,0.03
Principal Financial Group Inc,PFG,PFG,Financial Services,United States,NMS,17338931200,S&P 500,^GSPC,503,0.03
Trimble Inc.,TRMB,TRMB,Technology,United States,NMS,17111460864,S&P 500,^GSPC,503,0.03
